,word,len,freq,pron,phlen,orthsyl,ortho,phono
444,activist,8,85,{ktIvIst,8,ac-tiv-ist,True,True
445,activists,9,181,{ktIvIsts,9,ac-tiv-ists,True,True
446,activities,10,1508,{ktIv@tIz,9,ac-tiv-i-ties,True,True
447,activity,8,1340,{ktIv@tI,8,ac-tiv-i-ty,True,True
448,actor,5,785,{kt@r,5,ac-tor,True,True
449,actors,6,713,{kt@z,5,ac-tors,True,True
450,actress,7,254,{ktrIs,6,ac-tress,True,True
451,actresses,9,102,{ktrIsIz,8,ac-tress-es,True,True
452,acts,4,670,{kts,4,acts,True,True
453,actual,6,1081,{ktSU@l,7,ac-tu-al,True,True
454,actuality,9,39,{ktSU{l@tI,10,ac-tu-al-i-ty,True,True
455,actually,8,4204,{ktSU@lI,8,ac-tu-al-ly,True,True
457,actuary,7,2,{kttSU@rI,9,ac-tu-ar-y,True,True
458,actuates,8,1,{kttSUeIts,10,ac-tu-ates,True,True
459,acuity,6,6,@ktSu@tI,8,a-cu-i-ty,True,True
460,acumen,6,16,{ktSUm@n,8,a-cu-men,True,True
461,acupuncture,11,12,{ktSUpVNktS@r,13,ac-u-punc-ture,True,True
462,acute,5,287,@ktSut,6,a-cute,True,True
464,acuteness,9,3,@ktSutnIs,9,a-cute-ness,True,True
466,adages,6,1,{dIdZIz,7,ad-ag-es,True,True
468,adam,4,711,{d@m,4,Ad-am,True,True
469,adamancy,8,1,{d@m@nsI,8,ad-a-man-cy,True,True
470,adamant,7,49,{d@m@nt,7,ad-a-mant,True,True
471,adamantine,10,2,{d@m{ntaIn,10,ad-a-man-tine,True,True
472,adamantly,9,17,{d@m@ntlI,9,ad-a-mant-ly,True,True
473,adapt,5,204,@d{pt,5,a-dapt,True,True
474,adaptability,12,24,@d{pt@bIl@tI,12,a-dapt-a-bil-i-ty,True,True
476,adaptation,10,149,{d{pteISn,9,ad-ap-ta-tion,True,True
477,adaptations,11,22,{d{pteISnz,10,ad-ap-ta-tions,True,True
478,adapted,7,200,@d{ptId,7,a-dapt-ed,True,True
479,adapter,7,1,@d{pt@r,7,a-dapt-er,True,True
480,adapters,8,2,@d{pt@z,7,a-dapt-ers,True,True
481,adapting,8,46,@d{ptIN,7,a-dapt-ing,True,True
482,adapts,6,14,@d{pts,6,a-dapts,True,True
483,add,3,1508,{d,2,add,True,True
484,added,5,1975,{dId,4,add-ed,True,True
485,addendum,8,8,@dEnd@m,7,ad-den-dum,True,True
486,adder,5,4,{d@r,4,ad-der,True,True
488,addict,6,25,{dIkt,5,ad-dict,True,True
489,addicted,8,45,@dIktId,7,ad-dict-ed,True,True
490,addiction,9,55,@dIkSn,6,ad-dic-tion,True,True
491,addictive,9,11,@dIktIv,7,ad-dic-tive,True,True
492,addicts,7,39,{dIkts,6,ad-dicts,True,True
493,adding,6,460,{dIN,4,add-ing,True,True
494,addition,8,1108,@dISn,5,ad-di-tion,True,True
495,additional,10,652,@dIS@nl,7,ad-di-tion-al,True,True
496,additionally,12,30,@dISn@lI,8,ad-di-tion-al-ly,True,True
497,additions,9,60,@dISnz,6,ad-di-tions,True,True
498,additive,8,23,{dItIv,6,ad-di-tive,True,True
499,additives,9,72,{dItIvz,7,ad-di-tives,True,True
500,addle,5,4,{dl,3,ad-dle,True,True
501,addled,6,10,{dld,4,ad-dled,True,True
502,address,7,873,@drEs,5,ad-dress,True,True
503,addressed,9,335,@drEst,6,ad-dressed,True,True
504,addressee,9,6,{drEsi,6,ad-dress-ee,True,True
505,addresses,9,149,@drEsIz,7,ad-dress-es,True,True
506,addressing,10,150,@drEsIN,7,ad-dress-ing,True,True
507,adds,4,247,{dz,3,adds,True,True
508,adduced,7,10,@dtSust,7,ad-duced,True,True
509,adenoidal,9,4,{dInOIdl,8,ad-e-noi-dal,True,True
510,adenoids,8,23,{dInOIdz,8,ad-e-noids,True,True
511,adept,5,68,{dEpt,5,ad-ept,True,True
512,adeptly,7,1,{dEpt,5,a-dept-ly,True,True
513,adepts,6,2,{dEpts,6,a-depts,True,True
514,adequacy,8,23,{dIkw@sI,8,ad-e-qua-cy,True,True
515,adequate,8,540,{dIkw@t,7,ad-e-quate,True,True
516,adequately,10,142,{dIkw@tlI,9,ad-e-quate-ly,True,True
517,adhere,6,24,@dhI@r,6,ad-here,True,True
518,adhered,7,50,@dhI@d,6,ad-hered,True,True
519,adherence,9,44,@dhI@r@ns,9,ad-her-ence,True,True
520,adherent,8,4,@dhI@r@nt,9,ad-her-ent,True,True
521,adherents,9,44,@dhI@r@nts,10,ad-her-ents,True,True
522,adheres,7,7,@dhI@z,6,ad-heres,True,True
523,adhering,8,17,@dhI@rIN,8,ad-her-ing,True,True
524,adhesion,8,3,@dhiZn,6,ad-he-sion,True,True
525,adhesions,9,2,@dhiZnz,7,ad-he-sions,True,True
527,adhesives,9,5,@dhisIvz,8,ad-he-sives,True,True
528,adieu,5,6,@dtSu,5,a-dieu,True,True
529,adipose,7,3,{dIp@Us,7,ad-i-pose,True,True
530,adjacent,8,94,@dZeIs@nt,9,ad-ja-cent,True,True
531,adjectival,10,3,{dZEktaIvl,10,ad-jec-ti-val,True,True
532,adjective,9,36,{dZIktIv,8,ad-jec-tive,True,True
533,adjectives,10,31,{dZIktIvz,9,ad-jec-tives,True,True
534,adjoin,6,4,@dZOIn,6,ad-join,True,True
535,adjoined,8,10,@dZOInd,7,ad-joined,True,True
536,adjoining,9,105,@dZOInIN,8,ad-join-ing,True,True
537,adjoins,7,5,@dZOInz,7,ad-joins,True,True
538,adjourn,7,12,@dZOIn,6,ad-journ,True,True
539,adjourned,9,20,@dZOInd,7,ad-journed,True,True
540,adjourning,10,1,@dZOInIN,8,ad-journ-ing,True,True
541,adjournment,11,8,@dZOInm@nt,10,ad-journ-ment,True,True
542,adjournments,12,2,@dZOInm@nts,11,ad-journ-ments,True,True
543,adjudged,8,15,@dZVdZd,7,ad-judged,True,True
544,adjudicate,10,12,@dZudIkeIt,10,ad-ju-di-cate,True,True
545,adjudicating,12,1,@dZudIkeItIN,12,ad-ju-di-cat-ing,True,True
547,adjudicator,11,4,@dZudIkeIt@r,12,ad-ju-di-ca-tor,True,True
548,adjudicators,12,1,@dZudIkeIt@z,12,ad-ju-di-ca-tors,True,True
549,adjunct,7,27,{dZVNkt,7,ad-junct,True,True
550,adjuncts,8,6,{dZVNkts,8,ad-juncts,True,True
551,adjuration,10,1,{dZU@reISn,10,ad-ju-ra-tion,True,True
552,adjured,7,10,@dZU@d,6,ad-jured,True,True
553,adjuring,8,2,@dZU@rIN,8,ad-jur-ing,True,True
554,adjust,6,208,@dZVst,6,ad-just,True,True
555,adjustable,10,28,@dZVst@bl,9,ad-just-a-ble,True,True
556,adjusted,8,175,@dZVstId,8,ad-just-ed,True,True
557,adjuster,8,5,@dZVst@r,8,ad-just-er,True,True
558,adjusters,9,1,@dZVst@z,8,ad-just-ers,True,True
559,adjusting,9,71,@dZVstIN,8,ad-just-ing,True,True
560,adjustment,10,150,@dZVstm@nt,10,ad-just-ment,True,True
562,adjusts,7,14,@dZVsts,7,ad-justs,True,True
563,adjutant,8,21,{dZUt@nt,8,ad-ju-tant,True,True
564,adjutants,9,5,{dZUt@nts,9,ad-ju-tants,True,True
565,adlib,5,5,{dlIb,5,ad--lib,True,True
566,adman,5,2,{dm{n,5,ad-man,True,True
567,admen,5,1,{dmEn,5,ad-men,True,True
568,administer,10,52,@dmInIst@r,10,ad-min-is-ter,True,True
569,administered,12,110,@dmInIst@d,10,ad-min-is-tered,True,True
570,administering,13,44,@dmInIst@rIN,12,ad-min-is-ter-ing,True,True
571,administers,11,4,@dmInIst@z,10,ad-min-is-ters,True,True
572,administrator,13,84,@dmInIstreIt@r,14,ad-min-is-tra-tor,True,True
573,admirable,9,190,{dm@r@bl,8,ad-mi-ra-ble,True,True
574,admirably,9,56,{dm@r@blI,9,ad-mi-ra-bly,True,True
575,admiral,7,86,{dm@r@l,7,ad-mi-ral,True,True
576,admirals,8,18,{dm@r@lz,8,ad-mi-rals,True,True
577,admiralty,9,40,{dm@r@ltI,9,ad-mi-ral-ty,True,True
578,admiration,10,294,{dm@reISn,9,ad-mi-ra-tion,True,True
579,admire,6,296,@dmaI@r,7,ad-mire,True,True
580,admired,7,355,@dmaI@d,7,ad-mired,True,True
582,admirers,8,93,@dmaI@r@z,9,ad-mir-ers,True,True
583,admires,7,36,@dmaI@z,7,ad-mires,True,True
584,admiring,8,141,@dmaI@rIN,9,ad-mir-ing,True,True
585,admiringly,10,26,@dmaI@rINlI,11,ad-mir-ing-ly,True,True
586,admissible,10,7,@dmIs@bl,8,ad-mis-si-ble,True,True
587,admission,9,264,@dmISn,6,ad-mis-sion,True,True
588,admissions,10,84,@dmISnz,7,ad-mis-sions,True,True
589,admit,5,932,@dmIt,5,ad-mit,True,True
590,admits,6,124,@dmIts,6,ad-mits,True,True
591,admittance,10,13,@dmIt@ns,8,ad-mit-tance,True,True
592,admitted,8,646,@dmItId,7,ad-mit-ted,True,True
593,admittedly,10,149,@dmItIdlI,9,ad-mit-ted-ly,True,True
594,admitting,9,96,@dmItIN,7,ad-mit-ting,True,True
595,admixture,9,9,{dmIkstS@r,10,ad-mix-ture,True,True
596,admonish,8,4,@dmQnIS,7,ad-mon-ish,True,True
598,admonishes,10,1,@dmQnISIz,9,ad-mon-ish-es,True,True
600,admonition,10,15,{dm@UnISn,9,ad-mo-ni-tion,True,True
602,admonitory,10,6,@dmQnIt@rI,10,ad-mon-i-to-ry,True,True
603,ado,3,39,@du,3,a-do,True,True
604,adobe,5,14,@d@UbI,6,a-do-be,True,True
605,adolescence,11,185,{d@UlEsns,9,ad-o-les-cence,True,True
606,adolescent,10,201,{d@UlEsnt,9,ad-o-les-cent,True,True
607,adolescents,11,117,{d@UlEsnts,10,ad-o-les-cents,True,True
608,adopt,5,356,@dQpt,5,a-dopt,True,True
609,adopted,7,555,@dQptId,7,a-dopt-ed,True,True
610,adopting,8,111,@dQptIN,7,a-dopt-ing,True,True
611,adoption,8,171,@dQpSn,6,a-dop-tion,True,True
612,adoptions,9,6,@dQpSnz,7,a-dop-tions,True,True
613,adoptive,8,23,@dQptIv,7,a-dop-tive,True,True
614,adopts,6,26,@dQpts,6,a-dopts,True,True
615,adorable,8,31,@d$r@bl,7,a-dor-a-ble,True,True
616,adorably,8,4,@d$r@blI,8,a-dor-a-bly,True,True
617,adoration,9,49,{d@reISn,8,ad-o-ra-tion,True,True
618,adore,5,72,@d$r,4,a-dore,True,True
619,adored,6,125,@d$d,4,a-dored,True,True
620,adorers,7,1,@d$r@z,6,a-dor-ers,True,True
621,adores,6,14,@d$z,4,a-dores,True,True
622,adoring,7,29,@d$rIN,6,a-dor-ing,True,True
623,adoringly,9,2,@d$rINlI,8,a-dor-ing-ly,True,True
624,adorn,5,24,@d$n,4,a-dorn,True,True
625,adorned,7,40,@d$nd,5,a-dorned,True,True
626,adorning,8,7,@d$nIN,6,a-dorn-ing,True,True
627,adornment,9,24,@d$nm@nt,8,a-dorn-ment,True,True
628,adornments,10,17,@d$nm@nts,9,a-dorn-ments,True,True
629,adorns,6,4,@d$nz,5,a-dorns,True,True
630,adrenal,7,6,@drinl,6,ad-re-nal,True,True
631,adrenalin,9,41,@drEn@lIn,9,ad-ren-a-lin,True,True
632,adrift,6,38,@drIft,6,a-drift,True,True
633,adroit,6,16,@drOIt,6,a-droit,True,True
634,adroitly,8,9,@drOItlI,8,a-droit-ly,True,True
635,adroitness,10,6,@drOItnIs,9,a-droit-ness,True,True
636,ads,3,63,{dz,3,ads,True,True
638,adulators,9,2,{dtSUleIt@z,11,ad-u-la-tors,True,True
639,adult,5,1563,{dVlt,5,a-dult,True,True
640,adulterated,11,10,@dVlt@reItId,12,a-dul-ter-at-ed,True,True
642,adulterer,9,1,@dVlt@r@r,9,a-dul-ter-er,True,True
643,adulterers,10,4,@dVlt@r@z,9,a-dul-ter-ers,True,True
644,adulteress,10,3,@dVlt@rIs,9,a-dul-ter-ess,True,True
645,adulteresses,12,4,@dVlt@rIsIz,11,a-dul-ter-ess-es,True,True
646,adulteries,10,4,@dVlt@rIz,9,a-dul-ter-ies,True,True
647,adulterous,10,15,@dVlt@r@s,9,a-dul-ter-ous,True,True
648,adultery,8,103,@dVlt@rI,8,a-dul-ter-y,True,True
649,adulthood,9,58,{dVlthUd,8,a-dult-hood,True,True
650,adults,6,770,{dVlts,6,a-dults,True,True
651,adumbrated,10,5,{dVmbreItId,11,ad-um-brat-ed,True,True
652,adumbration,11,3,{dVmbreISn,10,ad-um-bra-tion,True,True
653,adv,3,2,{dvOIb,6,adv,True,True
654,advance,7,857,@dvAns,6,ad-vance,True,True
655,advanced,8,1025,@dvAnst,7,ad-vanced,True,True
656,advancement,11,77,@dvAnsm@nt,10,ad-vance-ment,True,True
657,advances,8,251,@dvAnsIz,8,ad-vanc-es,True,True
658,advancing,9,132,@dvAnsIN,8,ad-vanc-ing,True,True
659,advantage,9,1224,@dvAntIdZ,9,ad-van-tage,True,True
660,advantaged,10,10,@dvAntIdZd,10,ad-van-taged,True,True
661,advantageous,12,48,{dv@nteIdZ@s,12,ad-van-ta-geous,True,True
662,advantages,10,549,@dvAntIdZIz,11,ad-van-tag-es,True,True
663,advent,6,84,{dv@nt,6,Ad-vent,True,True
664,adventist,9,1,{dv@ntIst,9,Ad-vent-ist,True,True
665,adventists,10,2,{dv@ntIsts,10,Ad-vent-ists,True,True
666,adventitious,12,5,{dvEntIS@s,10,ad-ven-ti-tious,True,True
667,adventure,9,262,@dvEntS@r,9,ad-ven-ture,True,True
668,adventurer,10,26,@dvEntS@r@r,11,ad-ven-tur-er,True,True
669,adventurers,11,31,@dvEntS@r@z,11,ad-ven-tur-ers,True,True
670,adventures,10,131,@dvEntS@z,9,ad-ven-tures,True,True
671,adventuresome,13,2,@dvEntS@s@m,11,ad-ven-ture-some,True,True
672,adventuress,11,3,@dvEntS@rIs,11,ad-ven-tur-ess,True,True
673,adventuring,11,2,@dvEntS@rIN,11,ad-ven-tur-ing,True,True
674,adventurous,11,76,@dvEntS@r@s,11,ad-ven-tur-ous,True,True
675,adventurously,13,7,@dvEntS@r@slI,13,ad-ven-tur-ous-ly,True,True
676,adverb,6,6,{dvOIb,6,ad-verb,True,True
677,adverbial,9,1,@dvOIbtS@l,10,ad-ver-bi-al,True,True
679,adversaries,11,27,{dv@s@rIz,9,ad-ver-sar-ies,True,True
680,adversary,9,45,{dv@s@rI,8,ad-ver-sar-y,True,True
681,adverse,7,132,{dvOIs,6,ad-verse,True,True
682,adversely,9,33,{dvOIslI,8,ad-verse-ly,True,True
683,adversities,11,2,@dvOIs@tIz,10,ad-ver-si-ties,True,True
684,adversity,9,16,@dvOIs@tI,9,ad-ver-si-ty,True,True
685,advert,6,23,{dvOIt,6,ad-vert,True,True
686,advertise,9,72,{dv@taIz,8,ad-ver-tise,True,True
687,advertised,10,125,{dv@taIzd,9,ad-ver-tised,True,True
688,advertisement,13,157,@dvOItIsm@nt,12,ad-ver-tise-ment,True,True
690,advertisers,11,95,{dv@taIz@z,10,ad-ver-tis-ers,True,True
691,advertises,10,8,{dv@taIzIz,10,ad-ver-tis-es,True,True
692,advertising,11,596,{dv@taIzIN,10,ad-ver-tis-ing,True,True
693,adverts,7,20,{dvOIts,7,ad-verts,True,True
694,advice,6,1311,@dvaIs,6,ad-vice,True,True
695,advices,7,3,@dvaIsIz,8,ad-vic-es,True,True
696,advisability,12,10,@dvaIz@bIl@tI,13,ad-vis-a-bil-i-ty,True,True
698,advise,6,292,@dvaIz,6,ad-vise,True,True
700,advisedly,9,4,@dvaIzIdlI,10,ad-vis-ed-ly,True,True
701,adviser,7,167,@dvaIz@r,8,ad-vis-er,True,True
702,advisers,8,195,@dvaIz@z,8,ad-vis-ers,True,True
703,advises,7,42,@dvaIzIz,8,ad-vis-es,True,True
704,advising,8,66,@dvaIzIN,8,ad-vis-ing,True,True
705,advisory,8,188,@dvaIz@rI,9,ad-vi-so-ry,True,True
706,advocacy,8,36,{dv@k@sI,8,ad-vo-ca-cy,True,True
707,advocate,8,145,{dv@keIt,8,ad-vo-cate,True,True
709,advocates,9,119,{dv@keIts,9,ad-vo-cates,True,True
710,advocating,10,53,{dv@keItIN,10,ad-vo-cat-ing,True,True
711,adze,4,2,{dz,3,adze,True,True
712,aegis,5,23,idZIs,5,ae-gis,True,True
713,aeon,4,2,i@n,3,ae-on,True,True
714,aeons,5,46,i@nz,4,ae-ons,True,True
715,aerate,6,4,eI@reIt,7,aer-ate,True,True
716,aerated,7,10,eI@reItId,9,aer-at-ed,True,True
717,aerating,8,1,eI@reItIN,9,aer-at-ing,True,True
718,aeration,8,1,eI@reISn,8,aer-a-tion,True,True
719,aerial,6,70,E@rI@l,6,aer-i-al,True,True
720,aerials,7,13,E@rI@lz,7,aer-i-als,True,True
721,aerobatic,9,2,E@r@Ub{tIk,10,aer-o-bat-ic,True,True
722,aerobatics,10,2,E@r@Ub{tIks,11,aer-o-bat-ics,True,True
723,aerodrome,9,9,E@r@dr@Um,9,aer-o-drome,True,True
724,aerodromes,10,1,E@r@dr@Umz,10,aer-o-dromes,True,True
725,aerodynamic,11,14,E@r@UdaIn{mIk,13,aer-o-dy-nam-ic,True,True
726,aerodynamics,12,11,E@r@UdaIn{mIks,14,aer-o-dy-nam-ics,True,True
727,aeronaut,8,1,E@r@n$t,7,aer-o-naut,True,True
728,aeronautic,10,1,E@r@n$tIk,9,aer-o-naut-ic,True,True
729,aeronautics,11,14,E@r@n$tIks,10,aer-o-naut-ics,True,True
730,aeronauts,9,3,E@r@n$ts,8,aer-o-nauts,True,True
731,aeroplane,9,145,E@r@pleIn,9,aer-o-plane,True,True
732,aeroplanes,10,66,E@r@pleInz,10,aer-o-planes,True,True
733,aerosol,7,27,E@r@UsQl,8,aer-o-sol,True,True
734,aerosols,8,12,E@r@UsQlz,9,aer-o-sols,True,True
736,aertex,6,7,E@tEks,6,aer-tex,True,True
737,aesthete,8,5,isTit,5,aes-thete,True,True
738,aesthetes,9,6,isTits,6,aes-thetes,True,True
739,aesthetic,9,268,isTEtIk,7,aes-thet-ic,True,True
740,aesthetically,13,59,isTEtIk@lI,10,aes-thet-i-cal-ly,True,True
741,aesthetics,10,56,isTEtIks,8,aes-thet-ics,True,True
742,aetiological,12,2,itI@lQdZIkl,11,ae-ti-o-log-i-cal,True,True
743,aetiology,9,7,itIQl@dZI,9,ae-ti-ol-o-gy,True,True
745,affability,10,8,{f@bIl@tI,9,af-fa-bil-i-ty,True,True
747,affably,7,10,{f@blI,6,af-fa-bly,True,True
748,affair,6,699,@fE@r,5,af-fair,True,True
749,affairs,7,994,@fE@z,5,af-fairs,True,True
750,affect,6,516,@fEkt,5,af-fect,True,True
751,affectation,11,23,{fEkteISn,9,af-fec-ta-tion,True,True
752,affectations,12,10,{fEkteISnz,10,af-fec-ta-tions,True,True
753,affected,8,644,@fEktId,7,af-fect-ed,True,True
754,affectedly,10,2,@fEktIdlI,9,af-fect-ed-ly,True,True
755,affecting,9,180,@fEktIN,7,af-fect-ing,True,True
756,affectingly,11,2,@fEktINlI,9,af-fect-ing-ly,True,True
757,affection,9,428,@fEkSn,6,af-fec-tion,True,True
758,affectionate,12,138,@fEkSn@t,8,af-fec-tion-ate,True,True
759,affections,10,37,@fEkSnz,7,af-fec-tions,True,True
760,affects,7,163,@fEkts,6,af-fects,True,True
761,affidavit,9,14,{fIdeIvIt,9,af-fi-da-vit,True,True
762,affidavits,10,5,{fIdeIvIts,10,af-fi-da-vits,True,True
763,affiliate,9,16,@fIlIeIt,8,af-fil-i-ate,True,True
764,affiliated,10,75,@fIlIeItId,10,af-fil-i-at-ed,True,True
765,affiliates,10,14,@fIlIeIts,9,af-fil-i-ates,True,True
766,affiliating,11,2,@fIlIeItIN,10,af-fil-i-at-ing,True,True
767,affiliation,11,24,@fIlIeISn,9,af-fil-i-a-tion,True,True
768,affiliations,12,50,@fIlIeISnz,10,af-fil-i-a-tions,True,True
769,affinities,10,12,@fIn@tIz,8,af-fin-i-ties,True,True
770,affinity,8,25,@fIn@tI,7,af-fin-i-ty,True,True
771,affirm,6,36,@fOIm,5,af-firm,True,True
772,affirmation,11,46,{f@meISn,8,af-fir-ma-tion,True,True
773,affirmations,12,2,{f@meISnz,9,af-fir-ma-tions,True,True
774,affirmative,11,29,@fOIm@tIv,9,af-firm-a-tive,True,True
775,affirmatively,13,3,@fOIm@tIvlI,11,af-firm-a-tive-ly,True,True
776,affirmatives,12,1,@fOIm@tIvz,10,af-firm-a-tives,True,True
777,affirmed,8,30,@fOImd,6,af-firmed,True,True
778,affirming,9,26,@fOImIN,7,af-firm-ing,True,True
779,affirms,7,11,@fOImz,6,af-firms,True,True
780,affix,5,4,@fIks,5,af-fix,True,True
781,affixed,7,5,@fIkst,6,af-fixed,True,True
782,affixing,8,1,@fIksIN,7,af-fix-ing,True,True
784,afflicted,9,65,@flIktId,8,af-flict-ed,True,True
785,afflicting,10,8,@flIktIN,8,af-flict-ing,True,True
786,affliction,10,25,@flIkSn,7,af-flic-tion,True,True
787,afflictions,11,16,@flIkSnz,8,af-flic-tions,True,True
788,afflicts,8,8,@flIkts,7,af-flicts,True,True
789,affluence,9,147,{flU@ns,7,af-flu-ence,True,True
790,affluent,8,158,{flU@nt,7,af-flu-ent,True,True
791,afford,6,1028,@f$d,4,af-ford,True,True
792,afforded,8,65,@f$dId,6,af-ford-ed,True,True
793,affording,9,8,@f$dIN,6,af-ford-ing,True,True
794,affords,7,18,@f$dz,5,af-fords,True,True
795,afforest,8,4,{fQrIst,7,af-for-est,True,True
796,afforestation,13,38,{fQrIsteISn,11,af-for-est-a-tion,True,True
797,afforested,10,5,{fQrIstId,9,af-for-est-ed,True,True
798,affray,6,4,@freI,5,af-fray,True,True
799,affront,7,47,@frVnt,6,af-front,True,True
800,affronted,9,30,@frVntId,8,af-front-ed,True,True
801,affronting,10,3,@frVntIN,8,af-front-ing,True,True
802,affronts,8,1,@frVnts,7,af-fronts,True,True
803,afghan,6,47,{fg{n,5,Af-ghan,True,True
804,afghani,7,3,{fgAnI,6,Af-ghan-i,True,True
805,afghanistan,11,114,{fg{nIst{n,10,Af-ghan-i-stan,True,True
806,afghanistanis,13,1,{fg{nIst{nIz,12,Af-ghan-i-stan-is,True,True
807,afghans,7,15,{fg{nz,6,Af-ghans,True,True
808,aficionado,10,6,@fIstS@nAd@U,12,a-fi-ci-o-na-do,True,True
809,aficionados,11,6,@fIstS@nAd@Uz,13,a-fi-ci-o-na-dos,True,True
810,afield,6,27,@fild,5,a-field,True,True
811,afire,5,17,@faI@r,6,a-fire,True,True
812,aflame,6,8,@fleIm,6,a-flame,True,True
813,afloat,6,47,@fl@Ut,6,a-float,True,True
814,afoot,5,30,@fUt,4,a-foot,True,True
815,afore,5,12,@f$r,4,a-fore,True,True
816,aforesaid,9,9,@f$sEd,6,a-fore-said,True,True
817,aforethought,12,6,@f$T$t,6,a-fore-thought,True,True
818,afoul,5,2,@faUl,5,a-foul,True,True
819,afraid,6,2012,@freId,6,a-fraid,True,True
820,afresh,6,53,@frES,5,a-fresh,True,True
821,africa,6,2104,{frIk@,6,Af-ri-ca,True,True
822,african,7,1196,{frIk@n,7,Af-ri-can,True,True
823,africans,8,273,{frIk@nz,8,Af-ri-cans,True,True
824,afrikaans,9,70,{frIkAns,8,Af-ri-kaans,True,True
825,afrikaner,9,136,{frIkAn@r,9,Af-ri-ka-ner,True,True
826,afrikaners,10,28,{frIkAn@z,9,Af-ri-kan-ers,True,True
827,afro,4,37,{fr@U,5,Af-ro,True,True
828,afroamerican,12,7,{fr@U@mErIk@n,13,Af-ro--A-mer-i-can,True,True
829,afroamericans,13,1,{fr@U@mErIk@nz,14,Af-ro--A-mer-i-cans,True,True
830,afroasian,9,24,{fr@UeISn,9,Af-ro--A-sian,True,True
831,afros,5,2,{fr@Uz,6,Af-ros,True,True
832,aft,3,19,Aft,3,aft,True,True
833,after,5,20712,Aft@r,5,af-ter,True,True
834,afterbirth,10,7,Aft@bOIT,8,af-ter-birth,True,True
835,aftercare,9,3,Aft@kE@r,8,af-ter-care,True,True
836,aftereffect,11,1,Aft@rIfEkt,10,af-ter-ef-fect,True,True
837,aftereffects,12,5,Aft@rIfEkts,11,af-ter-ef-fects,True,True
838,afterglow,9,4,Aft@gl@U,8,af-ter-glow,True,True
839,afterlife,9,30,Aft@laIf,8,af-ter-life,True,True
840,aftermath,9,73,Aft@m{T,7,af-ter-math,True,True
841,afternoon,9,2106,Aft@nun,7,af-ter-noon,True,True
842,afternoons,10,140,Aft@nunz,8,af-ter-noons,True,True
843,afters,6,3,At@z,4,af-ters,True,True
844,aftershave,10,2,Aft@SeIv,8,af-ter-shave,True,True
845,aftertaste,10,2,Aft@teIst,9,af-ter-taste,True,True
846,afterthought,12,44,Aft@TOt,7,af-ter-thought,True,True
847,afterthoughts,13,3,Aft@TOts,8,af-ter-thoughts,True,True
848,afterward,9,122,Aft@w@d,7,af-ter-ward,True,True
849,afterwards,10,886,Aft@w@dz,8,af-ter-wards,True,True
850,again,5,13783,@gEn,4,a-gain,True,True
851,against,7,10509,@gEnst,6,a-gainst,True,True
852,agape,5,8,@geIp,5,a-gape,True,True
853,agar,4,3,eIgAr,5,a-gar,True,True
854,agate,5,26,{g@t,4,ag-ate,True,True
855,agates,6,1,{g@ts,5,ag-ates,True,True
856,agave,5,2,@geIvI,6,a-ga-ve,True,True
857,age,3,4437,eIdZ,4,age,True,True
858,aged,4,739,eIdZd,5,aged,True,True
859,agegroup,8,9,eIdZgrup,8,age--group,True,True
860,agegroups,9,8,eIdZgrups,9,age--groups,True,True
861,ageing,6,136,eIdZIN,6,age-ing,True,True
862,ageless,7,18,eIdZlIs,7,age-less,True,True
863,agelong,7,3,eIdZlQN,7,age--long,True,True
864,agencies,8,303,eIdZ@nsIz,9,a-gen-cies,True,True
865,agency,6,518,eIdZ@nsI,8,a-gen-cy,True,True
866,agenda,6,155,@dZEnd@,7,a-gen-da,True,True
867,agendas,7,9,@dZEnd@z,8,a-gen-das,True,True
868,agent,5,766,eIdZ@nt,7,a-gent,True,True
869,agents,6,624,eIdZ@nts,8,a-gents,True,True
870,ageold,6,39,eIdZ@Uld,8,age--old,True,True
871,ages,4,769,eIdZIz,6,ag-es,True,True
872,agglomeration,13,4,@glQm@reISn,11,ag-glom-er-a-tion,True,True
873,aggrandizing,12,1,@gr{ndaIzIN,11,ag-gran-diz-ing,True,True
874,aggravate,9,24,{gr@veIt,8,ag-gra-vate,True,True
875,aggravated,10,35,{gr@veItId,10,ag-gra-vat-ed,True,True
876,aggravates,10,6,{gr@veIts,9,ag-gra-vates,True,True
877,aggravating,11,12,{gr@veItIN,10,ag-gra-vat-ing,True,True
878,aggravation,11,25,{gr@veISn,9,ag-gra-va-tion,True,True
879,aggregate,9,44,{grIgeIt,8,ag-gre-gate,True,True
881,aggregates,10,10,{grIgeIts,9,ag-gre-gates,True,True
882,aggregating,11,2,{grIgeItIN,10,ag-gre-gat-ing,True,True
883,aggregation,11,20,{grIgeISn,9,ag-gre-ga-tion,True,True
885,aggressions,11,7,@grESnz,7,ag-gres-sions,True,True
886,aggressive,10,385,@grEsIv,7,ag-gres-sive,True,True
887,aggressively,12,63,@grEsIvlI,9,ag-gres-sive-ly,True,True
888,aggressor,9,20,@grEs@r,7,ag-gres-sor,True,True
889,aggressors,10,8,@grEs@z,7,ag-gres-sors,True,True
890,aggrieved,9,30,@grivd,6,ag-grieved,True,True
891,aggro,5,5,{gr@U,5,ag-gro,True,True
894,agilely,7,2,{dZaIllI,8,ag-ile-ly,True,True
895,agility,7,34,@dZIl@tI,8,a-gil-i-ty,True,True
896,agin,4,6,@gIn,4,a-gin,True,True
