orig_idx,word,freq,pron,orthsyl,phonsyl,len,phlen
626,accumulation,100,@ktSumtSUleISn,ac-cu-mu-la-tion,@-ktSu-mtSU-leI-Sn,12,14
627,accumulations,23,@ktSumtSUleISnz,ac-cu-mu-la-tions,@-ktSu-mtSU-leI-Snz,13,15
628,accumulative,4,@ktSumtSUl@tIv,ac-cu-mu-la-tive,@-ktSu-mtSU-l@-tIv,12,14
629,accumulator,4,@ktSumtSUleIt@r,ac-cu-mu-la-tor,@-ktSu-mtSU-leI-t@r,11,15
630,accumulators,3,@ktSumtSUleIt@z,ac-cu-mu-la-tors,@-ktSu-mtSU-leI-t@z,12,15
631,accuracy,235,{ktSUr@sI,ac-cu-ra-cy,{-ktSU-r@-sI,8,9
632,accurate,377,{ktSUr@t,ac-cu-rate,{-ktSU-r@t,8,8
633,accurately,219,{ktSUr@tlI,ac-cu-rate-ly,{-ktSU-r@t-lI,10,10
634,accursed,17,@kOIsId,ac-curs-ed,@-kOI-sId,8,7
635,accursedly,1,@kOIsIdlI,ac-curs-ed-ly,@-kOI-sId-lI,10,9
636,accurst,1,@kOIst,ac-curst,@-kOIst,7,6
637,accusation,113,{ktSuzeISn,ac-cu-sa-tion,{-ktSu-zeI-Sn,10,10
638,accusations,103,{ktSuzeISnz,ac-cu-sa-tions,{-ktSu-zeI-Snz,11,11
639,accusative,4,@ktSuz@tIv,ac-cu-sa-tive,@-ktSu-z@-tIv,10,10
641,accuse,92,@ktSuz,ac-cuse,@-ktSuz,6,6
645,accused,548,@ktSuzd,ac-cused,@-ktSuzd,7,7
652,accuser,14,@ktSuz@r,ac-cus-er,@-ktSu-z@r,7,8
653,accusers,19,@ktSuz@z,ac-cus-ers,@-ktSu-z@z,8,8
654,accuses,15,@ktSuzIz,ac-cus-es,@-ktSu-zIz,7,8
655,accusing,117,@ktSuzIN,ac-cus-ing,@-ktSu-zIN,8,8
657,accusingly,19,@ktSuzINlI,ac-cus-ing-ly,@-ktSu-zIN-lI,10,10
658,accustom,16,@kVst@m,ac-cus-tom,@-kV-st@m,8,7
662,accustomed,367,@kVst@md,ac-cus-tomed,@-kV-st@md,10,8
663,accustoming,3,@kVst@mIN,ac-cus-tom-ing,@-kV-st@-mIN,11,9
664,accustoms,4,@kVst@mz,ac-cus-toms,@-kV-st@mz,9,8
665,ace,67,eIs,ace,eIs,3,3
666,acerbic,2,@sOIbIk,a-cer-bic,@-sOI-bIk,7,7
667,acerbity,1,@sOIb@tI,a-cer-bi-ty,@-sOI-b@-tI,8,8
668,aces,14,eIsIz,ac-es,eI-sIz,4,5
669,acetate,13,{sIteIt,ac-e-tate,{-sI-teIt,7,7
670,acetic,5,@sitIk,a-ce-tic,@-si-tIk,6,6
671,acetylene,4,@sEtIlin,a-cet-y-lene,@-sE-tI-lin,9,8
672,ache,86,eIk,ache,eIk,4,3
677,ached,70,eIkt,ached,eIkt,5,4
682,aches,40,eIks,aches,eIks,5,4
684,achievable,9,@tSiv@bl,a-chiev-a-ble,@-tSi-v@-bl,10,8
685,achieve,828,@tSiv,a-chieve,@-tSiv,7,5
689,achieved,1040,@tSivd,a-chieved,@-tSivd,8,6
694,achievement,515,@tSivm@nt,a-chieve-ment,@-tSiv-m@nt,11,9
695,achievements,198,@tSivm@nts,a-chieve-ments,@-tSiv-m@nts,12,10
696,achieves,53,@tSivz,a-chieves,@-tSivz,8,6
697,achieving,200,@tSivIN,a-chiev-ing,@-tSi-vIN,9,7
698,achilles,62,@kIliz,A-chil-les,@-kI-liz,8,6
699,aching,108,eIkIN,ach-ing,eI-kIN,6,5
700,acid,385,{sId,ac-id,{-sId,4,4
702,acidic,15,@sIdIk,a-cid-ic,@-sI-dIk,6,6
703,acidified,5,@sIdIfaId,a-cid-i-fied,@-sI-dI-faId,9,9
708,acidifying,1,@sIdIfaIIN,a-cid-i-fy-ing,@-sI-dI-faI-IN,10,10
709,acidity,25,@sId@tI,a-cid-i-ty,@-sI-d@-tI,7,7
710,acids,107,{sIdz,ac-ids,{-sIdz,5,5
711,acidulous,2,@sIdtSUl@s,a-cid-u-lous,@-sI-dtSU-l@s,9,10
712,acknowledge,232,@knQlIdZ,ac-knowl-edge,@k-nQ-lIdZ,11,8
716,acknowledged,280,@knQlIdZd,ac-knowl-edged,@k-nQ-lIdZd,12,9
721,acknowledgement,73,@knQlIdZm@nt,ac-knowl-edge-ment,@k-nQ-lIdZ-m@nt,15,12
722,acknowledgements,11,@knQlIdZm@nts,ac-knowl-edge-ments,@k-nQ-lIdZ-m@nts,16,13
723,acknowledges,35,@knQlIdZIz,ac-knowl-edg-es,@k-nQ-lI-dZIz,12,10
724,acknowledging,64,@knQlIdZIN,ac-knowl-edg-ing,@k-nQ-lI-dZIN,13,10
725,acme,8,{kmI,ac-me,{k-mI,4,4
726,acne,13,{knI,ac-ne,{k-nI,4,4
727,acolyte,11,{k@UlaIt,ac-o-lyte,{-k@U-laIt,7,8
728,acolytes,7,{k@UlaIts,ac-o-lytes,{-k@U-laIts,8,9
729,aconite,15,{k@naIt,ac-o-nite,{-k@-naIt,7,7
730,aconites,4,{k@naIts,ac-o-nites,{-k@-naIts,8,8
731,acorn,10,eIk$n,a-corn,eI-k$n,5,5
732,acorns,19,eIk$nz,a-corns,eI-k$nz,6,6
733,acoustic,10,@kustIk,a-cous-tic,@-ku-stIk,8,7
735,acoustically,6,@kustIk@lI,a-cous-ti-cal-ly,@-ku-stI-k@-lI,12,10
736,acoustics,19,@kustIks,a-cous-tics,@-ku-stIks,9,8
738,acquaintance,208,@kweInt@ns,ac-quaint-ance,@-kweIn-t@ns,12,10
739,acquaintances,102,@kweInt@nsIz,ac-quaint-anc-es,@-kweIn-t@n-sIz,13,12
740,acquaintanceship,12,@kweInt@nSIp,ac-quaint-ance-ship,@-kweIn-t@n-SIp,16,12
741,acquaintanceships,1,@kweInt@nSIps,ac-quaint-ance-ships,@-kweIn-t@n-SIps,17,13
742,acquiesce,16,{kwIEs,ac-qui-esce,{-kwI-Es,9,6
746,acquiesced,15,{kwIEst,ac-qui-esced,{-kwI-Est,10,7
751,acquiescence,28,{kwIEsns,ac-qui-es-cence,{-kwI-E-sns,12,8
752,acquiescent,7,{kwIEsnt,ac-qui-es-cent,{-kwI-E-snt,11,8
753,acquiescently,1,{kwIEsntlI,ac-qui-es-cent-ly,{-kwI-E-snt-lI,13,10
754,acquiesces,1,{kwIEsIz,ac-qui-esc-es,{-kwI-E-sIz,10,8
755,acquiescing,2,{kwIEsIN,ac-qui-esc-ing,{-kwI-E-sIN,11,8
756,acquire,308,@kwaI@r,ac-quire,@-kwaI-@r,7,7
760,acquired,580,@kwaI@d,ac-quired,@-kwaI-@d,8,7
765,acquirements,1,@kwaI@m@nts,ac-quire-ments,@-kwaI-@-m@nts,12,11
766,acquires,33,@kwaI@z,ac-quires,@-kwaI-@z,8,7
767,acquiring,114,@kwaI@rIN,ac-quir-ing,@-kwaI-@-rIN,9,9
768,acquisition,178,{kwIzISn,ac-qui-si-tion,{-kwI-zI-Sn,11,8
769,acquisitions,43,{kwIzISnz,ac-qui-si-tions,{-kwI-zI-Snz,12,9
770,acquisitive,22,@kwIzItIv,ac-quis-i-tive,@-kwI-zI-tIv,11,9
771,acquisitiveness,5,@kwIzItIvnIs,ac-quis-i-tive-ness,@-kwI-zI-tIv-nIs,15,12
772,acquit,8,@kwIt,ac-quit,@-kwIt,6,5
776,acquittal,19,@kwItl,ac-quit-tal,@-kwI-tl,9,6
777,acquittals,3,@kwItlz,ac-quit-tals,@-kwI-tlz,10,7
778,acquitted,50,@kwItId,ac-quit-ted,@-kwI-tId,9,7
783,acquitting,2,@kwItIN,ac-quit-ting,@-kwI-tIN,10,7
784,acre,266,eIk@r,a-cre,eI-k@r,4,5
785,acreage,31,eIk@rIdZ,a-cre-age,eI-k@-rIdZ,7,8
786,acres,415,eIk@z,a-cres,eI-k@z,5,5
787,acrid,33,{krId,ac-rid,{-krId,5,5
788,acrimonious,18,{krIm@UntS@s,ac-ri-mo-ni-ous,{-krI-m@U-ntS@s,11,12
789,acrimoniously,1,{krIm@UntS@slI,ac-ri-mo-ni-ous-ly,{-krI-m@U-ntS@s-lI,13,14
790,acrimony,9,{krIm@nI,ac-ri-mo-ny,{-krI-m@-nI,8,8
791,acrobat,8,{kr@b{t,ac-ro-bat,{-kr@-b{t,7,7
792,acrobatic,17,{kr@Ub{tIk,ac-ro-bat-ic,{-kr@U-b{-tIk,9,10
793,acrobatically,2,{kr@Ub{tIk@lI,ac-ro-bat-i-cal-ly,{-kr@U-b{-tI-k@-lI,13,13
794,acrobatics,9,{kr@Ub{tIks,ac-ro-bat-ics,{-kr@U-b{-tIks,10,11
795,acrobats,11,{kr@b{ts,ac-ro-bats,{-kr@-b{ts,8,8
796,acronym,7,{kr@UnIm,ac-ro-nym,{-kr@U-nIm,7,8
797,acronyms,4,{kr@UnImz,ac-ro-nyms,{-kr@U-nImz,8,9
798,acropolis,16,@krQp@lIs,A-crop-o-lis,@-krQ-p@-lIs,9,9
800,across,5000,@krQs,a-cross,@-krQs,6,5
802,acrylic,13,@krIlIk,a-cryl-ic,@-krI-lIk,7,7
803,acrylic,14,{krIlIk,a-cryl-ic,{-krI-lIk,7,7
804,act,3354,{kt,act,{kt,3,3
809,acted,460,{ktId,act-ed,{k-tId,5,5
814,acting,789,{ktIN,act-ing,{k-tIN,6,5
817,action,3228,{kSn,ac-tion,{k-Sn,6,4
818,actionable,6,{kSn@bl,ac-tion-a-ble,{k-Sn-@-bl,10,7
819,actions,917,{kSnz,ac-tions,{k-Snz,7,5
820,activate,24,{ktIveIt,ac-ti-vate,{k-tI-veIt,8,8
824,activated,60,{ktIveItId,ac-ti-vat-ed,{k-tI-veI-tId,9,10
829,activates,5,{ktIveIts,ac-ti-vates,{k-tI-veIts,9,9
830,activating,7,{ktIveItIN,ac-ti-vat-ing,{k-tI-veI-tIN,10,10
831,activation,13,{ktIveISn,ac-ti-va-tion,{k-tI-veI-Sn,10,9
832,active,1017,{ktIv,ac-tive,{k-tIv,6,5
833,actively,183,{ktIvlI,ac-tive-ly,{k-tIv-lI,8,7
834,activist,85,{ktIvIst,ac-tiv-ist,{k-tI-vIst,8,8
835,activists,181,{ktIvIsts,ac-tiv-ists,{k-tI-vIsts,9,9
836,activities,1508,{ktIv@tIz,ac-tiv-i-ties,{k-tI-v@-tIz,10,9
837,activity,1340,{ktIv@tI,ac-tiv-i-ty,{k-tI-v@-tI,8,8
838,actor,785,{kt@r,ac-tor,{k-t@r,5,5
839,actors,713,{kt@z,ac-tors,{k-t@z,6,5
840,actress,254,{ktrIs,ac-tress,{k-trIs,7,6
841,actresses,102,{ktrIsIz,ac-tress-es,{k-trI-sIz,9,8
842,acts,670,{kts,acts,{kts,4,4
844,actual,1081,{ktSU@l,ac-tu-al,{k-tSU@l,6,7
845,actuality,39,{ktSU{l@tI,ac-tu-al-i-ty,{k-tSU-{-l@-tI,9,10
846,actually,4204,{ktSU@lI,ac-tu-al-ly,{k-tSU@-lI,8,8
847,actuarial,4,{kttSUE@rI@l,ac-tu-ar-i-al,{k-ttSU-E@-rI@l,9,12
848,actuary,2,{kttSU@rI,ac-tu-ar-y,{k-ttSU@-rI,7,9
849,actuates,1,{kttSUeIts,ac-tu-ates,{k-ttSU-eIts,8,10
850,acuity,6,@ktSu@tI,a-cu-i-ty,@-ktSu-@-tI,6,8
851,acumen,16,{ktSUm@n,a-cu-men,{-ktSU-m@n,6,8
852,acupuncture,12,{ktSUpVNktS@r,ac-u-punc-ture,{-ktSU-pVNk-tS@r,11,13
853,acute,287,@ktSut,a-cute,@-ktSut,5,6
854,acutely,82,@ktSutlI,a-cute-ly,@-ktSut-lI,7,8
855,acuteness,3,@ktSutnIs,a-cute-ness,@-ktSut-nIs,9,9
856,ad,107,{d,ad,{d,2,2
857,adage,14,{dIdZ,ad-age,{-dIdZ,5,5
858,adages,1,{dIdZIz,ad-ag-es,{-dI-dZIz,6,7
859,adagio,6,@dAdZI@U,a-da-gio,@-dA-dZI-@U,6,8
861,adam,711,{d@m,Ad-am,{-d@m,4,4
862,adamancy,1,{d@m@nsI,ad-a-man-cy,{-d@-m@n-sI,8,8
863,adamant,49,{d@m@nt,ad-a-mant,{-d@-m@nt,7,7
865,adamantine,2,{d@m{ntaIn,ad-a-man-tine,{-d@-m{n-taIn,10,10
866,adamantly,17,{d@m@ntlI,ad-a-mant-ly,{-d@-m@nt-lI,9,9
867,adapt,204,@d{pt,a-dapt,@-d{pt,5,5
871,adaptability,24,@d{pt@bIl@tI,a-dapt-a-bil-i-ty,@-d{p-t@-bI-l@-tI,12,12
872,adaptable,49,@d{pt@bl,a-dapt-a-ble,@-d{p-t@-bl,9,8
873,adaptation,149,{d{pteISn,ad-ap-ta-tion,{-d{p-teI-Sn,10,9
874,adaptations,22,{d{pteISnz,ad-ap-ta-tions,{-d{p-teI-Snz,11,10
875,adapted,200,@d{ptId,a-dapt-ed,@-d{p-tId,7,7
880,adapter,1,@d{pt@r,a-dapt-er,@-d{p-t@r,7,7
881,adapters,2,@d{pt@z,a-dapt-ers,@-d{p-t@z,8,7
882,adapting,46,@d{ptIN,a-dapt-ing,@-d{p-tIN,8,7
883,adapts,14,@d{pts,a-dapts,@-d{pts,6,6
884,add,1508,{d,add,{d,3,2
888,added,1975,{dId,add-ed,{-dId,5,4
893,addendum,8,@dEnd@m,ad-den-dum,@-dEn-d@m,8,7
894,adder,4,{d@r,ad-der,{-d@r,5,4
895,adders,5,{d@z,ad-ders,{-d@z,6,4
896,addict,25,{dIkt,ad-dict,{-dIkt,6,5
897,addicted,45,@dIktId,ad-dict-ed,@-dIk-tId,8,7
902,addiction,55,@dIkSn,ad-dic-tion,@-dIk-Sn,9,6
903,addictive,11,@dIktIv,ad-dic-tive,@-dIk-tIv,9,7
904,addicts,39,{dIkts,ad-dicts,{-dIkts,7,6
905,adding,460,{dIN,add-ing,{-dIN,6,4
906,addition,1108,@dISn,ad-di-tion,@-dI-Sn,8,5
907,additional,652,@dIS@nl,ad-di-tion-al,@-dI-S@-nl,10,7
908,additionally,30,@dISn@lI,ad-di-tion-al-ly,@-dI-Sn-@-lI,12,8
909,additions,60,@dISnz,ad-di-tions,@-dI-Snz,9,6
910,additive,23,{dItIv,ad-di-tive,{-dI-tIv,8,6
911,additives,72,{dItIvz,ad-di-tives,{-dI-tIvz,9,7
912,addle,4,{dl,ad-dle,{-dl,5,3
916,addled,10,{dld,ad-dled,{-dld,6,4
921,address,873,@drEs,ad-dress,@-drEs,7,5
926,addressed,335,@drEst,ad-dressed,@-drEst,9,6
931,addressee,6,{drEsi,ad-dress-ee,{-drE-si,9,6
932,addresses,149,@drEsIz,ad-dress-es,@-drE-sIz,9,7
934,addressing,150,@drEsIN,ad-dress-ing,@-drE-sIN,10,7
935,adds,247,{dz,adds,{dz,4,3
936,adduced,10,@dtSust,ad-duced,@-dtSust,7,7
941,adenoidal,4,{dInOIdl,ad-e-noi-dal,{-dI-nOI-dl,9,8
942,adenoids,23,{dInOIdz,ad-e-noids,{-dI-nOIdz,8,8
943,adept,68,{dEpt,ad-ept,{-dEpt,5,5
945,adeptly,1,{dEpt,a-dept-ly,{-dEpt,7,5
946,adepts,2,{dEpts,a-depts,{-dEpts,6,6
947,adequacy,23,{dIkw@sI,ad-e-qua-cy,{-dI-kw@-sI,8,8
948,adequate,540,{dIkw@t,ad-e-quate,{-dI-kw@t,8,7
949,adequately,142,{dIkw@tlI,ad-e-quate-ly,{-dI-kw@t-lI,10,9
950,adhere,24,@dhI@r,ad-here,@d-hI@r,6,6
954,adhered,50,@dhI@d,ad-hered,@d-hI@d,7,6
959,adherence,44,@dhI@r@ns,ad-her-ence,@d-hI@-r@ns,9,9
960,adherent,4,@dhI@r@nt,ad-her-ent,@d-hI@-r@nt,8,9
961,adherents,44,@dhI@r@nts,ad-her-ents,@d-hI@-r@nts,9,10
962,adheres,7,@dhI@z,ad-heres,@d-hI@z,7,6
963,adhering,17,@dhI@rIN,ad-her-ing,@d-hI@-rIN,8,8
964,adhesion,3,@dhiZn,ad-he-sion,@d-hi-Zn,8,6
965,adhesions,2,@dhiZnz,ad-he-sions,@d-hi-Znz,9,7
966,adhesive,63,@dhisIv,ad-he-sive,@d-hi-sIv,8,7
968,adhesives,5,@dhisIvz,ad-he-sives,@d-hi-sIvz,9,8
969,adieu,6,@dtSu,a-dieu,@-dtSu,5,5
971,adipose,3,{dIp@Us,ad-i-pose,{-dI-p@Us,7,7
972,adjacent,94,@dZeIs@nt,ad-ja-cent,@-dZeI-s@nt,8,9
973,adjectival,3,{dZEktaIvl,ad-jec-ti-val,{-dZEk-taI-vl,10,10
974,adjective,36,{dZIktIv,ad-jec-tive,{-dZIk-tIv,9,8
975,adjectives,31,{dZIktIvz,ad-jec-tives,{-dZIk-tIvz,10,9
976,adjoin,4,@dZOIn,ad-join,@-dZOIn,6,6
980,adjoined,10,@dZOInd,ad-joined,@-dZOInd,8,7
985,adjoining,105,@dZOInIN,ad-join-ing,@-dZOI-nIN,9,8
987,adjoins,5,@dZOInz,ad-joins,@-dZOInz,7,7
988,adjourn,12,@dZOIn,ad-journ,@-dZOIn,7,6
992,adjourned,20,@dZOInd,ad-journed,@-dZOInd,9,7
997,adjourning,1,@dZOInIN,ad-journ-ing,@-dZOI-nIN,10,8
998,adjournment,8,@dZOInm@nt,ad-journ-ment,@-dZOIn-m@nt,11,10
999,adjournments,2,@dZOInm@nts,ad-journ-ments,@-dZOIn-m@nts,12,11
1000,adjudged,15,@dZVdZd,ad-judged,@-dZVdZd,8,7
1005,adjudicate,12,@dZudIkeIt,ad-ju-di-cate,@-dZu-dI-keIt,10,10
1009,adjudicating,1,@dZudIkeItIN,ad-ju-di-cat-ing,@-dZu-dI-keI-tIN,12,12
1010,adjudication,4,@dZudIkeISn,ad-ju-di-ca-tion,@-dZu-dI-keI-Sn,12,11
1011,adjudicator,4,@dZudIkeIt@r,ad-ju-di-ca-tor,@-dZu-dI-keI-t@r,11,12
1012,adjudicators,1,@dZudIkeIt@z,ad-ju-di-ca-tors,@-dZu-dI-keI-t@z,12,12
1013,adjunct,27,{dZVNkt,ad-junct,{-dZVNkt,7,7
1014,adjuncts,6,{dZVNkts,ad-juncts,{-dZVNkts,8,8
1015,adjuration,1,{dZU@reISn,ad-ju-ra-tion,{-dZU@-reI-Sn,10,10
1016,adjured,10,@dZU@d,ad-jured,@-dZU@d,7,6
1021,adjuring,2,@dZU@rIN,ad-jur-ing,@-dZU@-rIN,8,8
1022,adjust,208,@dZVst,ad-just,@-dZVst,6,6
1026,adjustable,28,@dZVst@bl,ad-just-a-ble,@-dZV-st@-bl,10,9
1027,adjusted,175,@dZVstId,ad-just-ed,@-dZV-stId,8,8
1032,adjuster,5,@dZVst@r,ad-just-er,@-dZV-st@r,8,8
1033,adjusters,1,@dZVst@z,ad-just-ers,@-dZV-st@z,9,8
1034,adjusting,71,@dZVstIN,ad-just-ing,@-dZV-stIN,9,8
1035,adjustment,150,@dZVstm@nt,ad-just-ment,@-dZVst-m@nt,10,10
1036,adjustments,84,@dZVstm@nts,ad-just-ments,@-dZVst-m@nts,11,11
1037,adjusts,14,@dZVsts,ad-justs,@-dZVsts,7,7
1038,adjutant,21,{dZUt@nt,ad-ju-tant,{-dZU-t@nt,8,8
1039,adjutants,5,{dZUt@nts,ad-ju-tants,{-dZU-t@nts,9,9
1040,adlib,5,{dlIb,ad--lib,{d-lIb,5,5
1045,adman,2,{dm{n,ad-man,{d-m{n,5,5
1046,admen,1,{dmEn,ad-men,{d-mEn,5,5
1047,administer,52,@dmInIst@r,ad-min-is-ter,@d-mI-nI-st@r,10,10
1051,administered,110,@dmInIst@d,ad-min-is-tered,@d-mI-nI-st@d,12,10
1056,administering,44,@dmInIst@rIN,ad-min-is-ter-ing,@d-mI-nI-st@-rIN,13,12
1057,administers,4,@dmInIst@z,ad-min-is-ters,@d-mI-nI-st@z,11,10
1058,administration,816,@dmInIstreISn,ad-min-is-tra-tion,@d-mI-nI-streI-Sn,14,13
1059,administrations,25,@dmInIstreISnz,ad-min-is-tra-tions,@d-mI-nI-streI-Snz,15,14
1060,administrative,314,@dmInIstr@tIv,ad-min-is-tra-tive,@d-mI-nI-str@-tIv,14,13
1061,administratively,10,@dmInIstr@tIvlI,ad-min-is-tra-tive-ly,@d-mI-nI-str@-tIv-lI,16,15
1062,administrator,84,@dmInIstreIt@r,ad-min-is-tra-tor,@d-mI-nI-streI-t@r,13,14
1063,administrators,125,@dmInIstreIt@z,ad-min-is-tra-tors,@d-mI-nI-streI-t@z,14,14
1064,admirable,190,{dm@r@bl,ad-mi-ra-ble,{d-m@-r@-bl,9,8
1065,admirably,56,{dm@r@blI,ad-mi-ra-bly,{d-m@-r@-blI,9,9
1066,admiral,86,{dm@r@l,ad-mi-ral,{d-m@-r@l,7,7
1067,admirals,18,{dm@r@lz,ad-mi-rals,{d-m@-r@lz,8,8
1068,admiralty,40,{dm@r@ltI,ad-mi-ral-ty,{d-m@-r@l-tI,9,9
1069,admiration,294,{dm@reISn,ad-mi-ra-tion,{d-m@-reI-Sn,10,9
1070,admire,296,@dmaI@r,ad-mire,@d-maI-@r,6,7
1074,admired,355,@dmaI@d,ad-mired,@d-maI-@d,7,7
1079,admirer,59,@dmaI@r@r,ad-mir-er,@d-maI-@-r@r,7,9
1080,admirers,93,@dmaI@r@z,ad-mir-ers,@d-maI-@-r@z,8,9
1081,admires,36,@dmaI@z,ad-mires,@d-maI-@z,7,7
1082,admiring,141,@dmaI@rIN,ad-mir-ing,@d-maI-@-rIN,8,9
1084,admiringly,26,@dmaI@rINlI,ad-mir-ing-ly,@d-maI-@-rIN-lI,10,11
1085,admissible,7,@dmIs@bl,ad-mis-si-ble,@d-mI-s@-bl,10,8
1086,admission,264,@dmISn,ad-mis-sion,@d-mI-Sn,9,6
1087,admissions,84,@dmISnz,ad-mis-sions,@d-mI-Snz,10,7
1088,admit,932,@dmIt,ad-mit,@d-mIt,5,5
1092,admits,124,@dmIts,ad-mits,@d-mIts,6,6
1093,admittance,13,@dmIt@ns,ad-mit-tance,@d-mI-t@ns,10,8
1094,admitted,646,@dmItId,ad-mit-ted,@d-mI-tId,8,7
1100,admittedly,149,@dmItIdlI,ad-mit-ted-ly,@d-mI-tId-lI,10,9
1101,admitting,96,@dmItIN,ad-mit-ting,@d-mI-tIN,9,7
1102,admixture,9,{dmIkstS@r,ad-mix-ture,{d-mIks-tS@r,9,10
1103,admonish,4,@dmQnIS,ad-mon-ish,@d-mQ-nIS,8,7
1107,admonished,25,@dmQnISt,ad-mon-ished,@d-mQ-nISt,10,8
1112,admonishes,1,@dmQnISIz,ad-mon-ish-es,@d-mQ-nI-SIz,10,9
1113,admonishing,8,@dmQnISIN,ad-mon-ish-ing,@d-mQ-nI-SIN,11,9
1115,admonition,15,{dm@UnISn,ad-mo-ni-tion,{d-m@U-nI-Sn,10,9
1116,admonitions,14,{dm@UnISnz,ad-mo-ni-tions,{d-m@U-nI-Snz,11,10
1117,admonitory,6,@dmQnIt@rI,ad-mon-i-to-ry,@d-mQ-nI-t@-rI,10,10
1118,ado,39,@du,a-do,@-du,3,3
1119,adobe,14,@d@UbI,a-do-be,@-d@U-bI,5,6
1120,adolescence,185,{d@UlEsns,ad-o-les-cence,{-d@U-lE-sns,11,9
1121,adolescent,201,{d@UlEsnt,ad-o-les-cent,{-d@U-lE-snt,10,9
1123,adolescents,117,{d@UlEsnts,ad-o-les-cents,{-d@U-lE-snts,11,10
1124,adopt,356,@dQpt,a-dopt,@-dQpt,5,5
1128,adopted,555,@dQptId,a-dopt-ed,@-dQp-tId,7,7
1133,adopting,111,@dQptIN,a-dopt-ing,@-dQp-tIN,8,7
1134,adoption,171,@dQpSn,a-dop-tion,@-dQp-Sn,8,6
1135,adoptions,6,@dQpSnz,a-dop-tions,@-dQp-Snz,9,7
1136,adoptive,23,@dQptIv,a-dop-tive,@-dQp-tIv,8,7
1137,adopts,26,@dQpts,a-dopts,@-dQpts,6,6
1138,adorable,31,@d$r@bl,a-dor-a-ble,@-d$-r@-bl,8,7
1139,adorably,4,@d$r@blI,a-dor-a-bly,@-d$-r@b-lI,8,8
1140,adoration,49,{d@reISn,ad-o-ra-tion,{-d@-reI-Sn,9,8
1141,adore,72,@d$r,a-dore,@-d$r,5,4
1145,adored,125,@d$d,a-dored,@-d$d,6,4
1150,adorers,1,@d$r@z,a-dor-ers,@-d$-r@z,7,6
1151,adores,14,@d$z,a-dores,@-d$z,6,4
1152,adoring,29,@d$rIN,a-dor-ing,@-d$-rIN,7,6
1154,adoringly,2,@d$rINlI,a-dor-ing-ly,@-d$-rIN-lI,9,8
1155,adorn,24,@d$n,a-dorn,@-d$n,5,4
1159,adorned,40,@d$nd,a-dorned,@-d$nd,7,5
1164,adorning,7,@d$nIN,a-dorn-ing,@-d$-nIN,8,6
1165,adornment,24,@d$nm@nt,a-dorn-ment,@-d$n-m@nt,9,8
1166,adornments,17,@d$nm@nts,a-dorn-ments,@-d$n-m@nts,10,9
1167,adorns,4,@d$nz,a-dorns,@-d$nz,6,5
1168,adrenal,6,@drinl,ad-re-nal,@-dri-nl,7,6
1169,adrenalin,41,@drEn@lIn,ad-ren-a-lin,@-drE-n@-lIn,9,9
1170,adrift,38,@drIft,a-drift,@-drIft,6,6
1172,adroit,16,@drOIt,a-droit,@-drOIt,6,6
1173,adroitly,9,@drOItlI,a-droit-ly,@-drOIt-lI,8,8
1174,adroitness,6,@drOItnIs,a-droit-ness,@-drOIt-nIs,10,9
1175,ads,63,{dz,ads,{dz,3,3
1176,adulation,18,{dtSUleISn,ad-u-la-tion,{-dtSU-leI-Sn,9,10
1177,adulators,2,{dtSUleIt@z,ad-u-la-tors,{-dtSU-leI-t@z,9,11
1178,adult,1563,{dVlt,a-dult,{-dVlt,5,5
1180,adulterated,10,@dVlt@reItId,a-dul-ter-at-ed,@-dVl-t@-reI-tId,11,12
1185,adulteration,4,@dVlt@reISn,a-dul-ter-a-tion,@-dVl-t@-reI-Sn,12,11
1186,adulterer,1,@dVlt@r@r,a-dul-ter-er,@-dVl-t@-r@r,9,9
1187,adulterers,4,@dVlt@r@z,a-dul-ter-ers,@-dVl-t@-r@z,10,9
1188,adulteress,3,@dVlt@rIs,a-dul-ter-ess,@-dVl-t@-rIs,10,9
1189,adulteresses,4,@dVlt@rIsIz,a-dul-ter-ess-es,@-dVl-t@-rI-sIz,12,11
1190,adulteries,4,@dVlt@rIz,a-dul-ter-ies,@-dVl-t@-rIz,10,9
1191,adulterous,15,@dVlt@r@s,a-dul-ter-ous,@-dVl-t@-r@s,10,9
1192,adultery,103,@dVlt@rI,a-dul-ter-y,@-dVl-t@-rI,8,8
1193,adulthood,58,{dVlthUd,a-dult-hood,{-dVlt-hUd,9,8
1194,adults,770,{dVlts,a-dults,{-dVlts,6,6
1195,adumbrated,5,{dVmbreItId,ad-um-brat-ed,{-dVm-breI-tId,10,11
1200,adumbration,3,{dVmbreISn,ad-um-bra-tion,{-dVm-breI-Sn,11,10
1201,adv,2,{dvOIb,adv,{d-vOIb,3,6
1202,advance,857,@dvAns,ad-vance,@d-vAns,7,6
1207,advanced,1025,@dvAnst,ad-vanced,@d-vAnst,8,7
1213,advancement,77,@dvAnsm@nt,ad-vance-ment,@d-vAns-m@nt,11,10
1214,advances,251,@dvAnsIz,ad-vanc-es,@d-vAn-sIz,8,8
1217,advancing,132,@dvAnsIN,ad-vanc-ing,@d-vAn-sIN,9,8
1218,advantage,1224,@dvAntIdZ,ad-van-tage,@d-vAn-tIdZ,9,9
1219,advantaged,10,@dvAntIdZd,ad-van-taged,@d-vAn-tIdZd,10,10
